id,class_id,sentence,partition,labels,lang
3659,Adadelta,it has been proposed in adadelta an adaptive learning rate method .,1,summary,PY
3660,LastNWindowCollector,use packrecords to pack it before using this layer.,0,developmentnotes,PY
3661,Adadelta,arguments,1,parameters,PY
3662,LastNWindowCollector,this layer is not thread safe.,0,developmentnotes,PY
3663,Adadelta,params iterable iterable of parameters to optimize or dicts defining,1,parameters,PY
3664,Adadelta,parameter groups,0,parameters,PY
3665,Adadelta,"rho float, optional coefficient used for computing a running average",1,parameters,PY
3666,Adadelta,of squared gradients default 09,0,parameters,PY
3667,Adadelta,"eps float, optional term added to the denominator to improve",1,parameters,PY
3668,LBFGS,"implements l bfgs algorithm, heavily inspired by minfunc",0,summary,PY
3669,Adadelta,numerical stability default 1e 6,1,parameters,PY
3670,Adadelta,"lr float, optional coefficient that scale delta before it is applied",0,parameters,PY
3671,Adadelta,to the parameters default 10,1,parameters,PY
3672,Adadelta,"weight decay float, optional weight decay l2 penalty default 0",0,parameters,PY
3673,LBFGS,note,1,developmentnotes,PY
3674,LBFGS,this is a very memory intensive optimizer it requires additional,0,developmentnotes,PY
3675,LBFGS,param bytes history size 1 bytes .,1,developmentnotes,PY
3676,LBFGS,if it doesn t fit in memory,0,developmentnotes,PY
3677,LBFGS,"try reducing the history size, or use a different algorithm.",1,developmentnotes,PY
3678,LBFGS,arguments,0,parameters,PY
3679,LBFGS,lr float learning rate default 1,1,parameters,PY
3680,LBFGS,max iter int maximal number of iterations per optimization step,0,parameters,PY
3681,LBFGS,default 20,1,parameters,PY
3682,Adam,implements adam algorithm.,0,summary,PY
3683,LBFGS,max eval int maximal number of function evaluations per optimization,1,parameters,PY
3684,Adam,it has been proposed in adam a method for stochastic optimization .,0,developmentnotes,PY
3685,LBFGS,step default max iter 125 .,1,parameters,PY
3686,Adam,arguments,0,parameters,PY
3687,LBFGS,tolerance grad float termination tolerance on first order optimality,1,parameters,PY
3688,Adam,params iterable iterable of parameters to optimize or dicts defining,0,parameters,PY
3689,LBFGS,default 1e 5 .,1,parameters,PY
3690,Adam,parameter groups,0,parameters,PY
3691,LBFGS,tolerance change float termination tolerance on function,1,parameters,PY
3692,Adam,"lr float, optional learning rate default 1e 3",0,parameters,PY
3693,LBFGS,value parameter changes default 1e 9 .,1,parameters,PY
3694,Adam,"betas tuple float, float , optional coefficients used for computing",0,parameters,PY
3695,LBFGS,history size int update history size default 100 .,1,parameters,PY
3696,Adam,"running averages of gradient and its square default 09, 0999",0,parameters,PY
3697,LBFGS,line search fn str either strong wolfe or none default none .,1,parameters,PY
3698,Adam,"eps float, optional term added to the denominator to improve",0,parameters,PY
3699,Adam,numerical stability default 1e 8,1,parameters,PY
3700,Adam,"weight decay float, optional weight decay l2 penalty default 0",0,parameters,PY
3701,Adam,"amsgrad boolean, optional whether to use the amsgrad variant of this",1,parameters,PY
3702,Adam,algorithm from the paper on the convergence of adam and beyond,0,developmentnotes;parameters,PY
3703,Adam,default false,1,parameters,PY
3704,Adam,adam a method for stochastic optimization,0,developmentnotes,PY
3705,Adam,https arxiv^org abs 14126980,1,developmentnotes,PY
3706,Adam,on the convergence of adam and beyond,0,developmentnotes,PY
3707,Adam,https openreview^net forum?id ryqu7f rz,1,developmentnotes,PY
3708,Module,base class for all neural network modules.,0,summary,PY
3709,Module,"modules can also contain other modules, allowing to nest them in",1,expand,PY
3710,Module,a tree structure.,0,expand,PY
3711,Module,you can assign the submodules as regular attributes,1,expand,PY
3712,Adamax,implements adamax algorithm a variant of adam based on infinity norm .,0,summary,PY
3713,Adamax,it has been proposed in adam a method for stochastic optimization .,1,summary,PY
3714,Adamax,arguments,0,parameters,PY
3715,Adamax,params iterable iterable of parameters to optimize or dicts defining,1,parameters,PY
3716,Adamax,parameter groups,0,parameters,PY
3717,Adamax,"lr float, optional learning rate default 2e 3",1,parameters,PY
3718,Adamax,"betas tuple float, float , optional coefficients used for computing",0,parameters,PY
3719,Module,"submodules assigned in this way will be registered, and will have their",1,expand,PY
3720,Adamax,running averages of gradient and its square,0,parameters,PY
3721,Module,"parameters converted too when you call meth to , etc",1,expand,PY
3722,Adamax,"eps float, optional term added to the denominator to improve",0,parameters,PY
3723,Adamax,numerical stability default 1e 8,1,parameters,PY
3724,Adamax,"weight decay float, optional weight decay l2 penalty default 0",0,parameters,PY
3725,AdaptiveMaxPool3d,applies a 3d adaptive max pooling over an input signal composed of several input planes.,1,summary,PY
3726,AdaptiveMaxPool3d,"the output is of size d x h x w, for any input size.",0,expand,PY
3727,AdaptiveMaxPool3d,the number of output features is equal to the number of input planes.,1,expand,PY
3728,MultiLabelMarginLoss,creates a criterion that optimizes a multi class multi classification,0,summary,PY
3729,AdaptiveMaxPool3d,args,1,parameters,PY
3730,MultiLabelMarginLoss,hinge loss margin based loss between input math x a 2d mini batch tensor,0,expand;summary,PY
3731,AdaptiveMaxPool3d,output size the target output size of the image of the form d x h x w.,1,parameters,PY
3732,MultiLabelMarginLoss,and output math y which is a 2d tensor of target class indices .,0,expand;summary,PY
3733,AdaptiveMaxPool3d,"can be a tuple d, h, w or a single d for a cube d x d x d.",1,parameters,PY
3734,MultiLabelMarginLoss,for each sample in the mini batch,0,expand,PY
3735,AdaptiveMaxPool3d,"d, h and w can be either a int , or none which means the size will",1,parameters,PY
3736,MultiLabelMarginLoss,math,0,expand,PY
3737,AdaptiveMaxPool3d,be the same as that of the input.,1,parameters,PY
3738,AdaptiveMaxPool3d,"return indices if true , will return the indices along with the outputs.",0,parameters,PY
3739,AdaptiveMaxPool3d,useful to pass to nn^maxunpool3d.,1,parameters,PY
3740,AdaptiveMaxPool3d,default false,0,parameters,PY
3741,MultiLabelMarginLoss,the criterion only considers a contiguous block of non negative targets that,1,expand,PY
3742,MultiLabelMarginLoss,starts at the front.,0,expand,PY
3743,MultiLabelMarginLoss,this allows for different samples to have variable amounts of target classes.,1,expand,PY
3744,MultiLabelMarginLoss,args,0,parameters,PY
3745,MultiLabelMarginLoss,"size average bool, optional deprecated see attr reduction .",1,parameters,PY
3746,MultiLabelMarginLoss,"by default,",0,parameters,PY
3747,MultiLabelMarginLoss,the losses are averaged over each loss element in the batch.,1,parameters,PY
3748,MultiLabelMarginLoss,note that for,0,parameters,PY
3749,MultiLabelMarginLoss,"some losses, there are multiple elements per sample.",1,parameters,PY
3750,MultiLabelMarginLoss,if the field attr size average,0,parameters,PY
3751,MultiLabelMarginLoss,"is set to false , the losses are instead summed for each minibatch.",1,parameters,PY
3752,MultiLabelMarginLoss,ignored,0,parameters,PY
3753,MultiLabelMarginLoss,when reduce is false .,1,parameters,PY
3754,MultiLabelMarginLoss,default true,0,parameters,PY
3755,MultiLabelMarginLoss,"reduce bool, optional deprecated see attr reduction .",1,parameters,PY
3756,MultiLabelMarginLoss,losses are averaged or summed over observations for each minibatch depending,0,parameters,PY
3757,MultiLabelMarginLoss,on attr size average .,1,parameters,PY
3758,MultiLabelMarginLoss,"when attr reduce is false , returns a loss per",0,parameters,PY
3759,MultiLabelMarginLoss,batch element instead and ignores attr size average .,1,parameters,PY
3760,MultiLabelMarginLoss,default true,0,parameters,PY
3761,MultiLabelMarginLoss,"reduction string, optional specifies the reduction to apply to the output",1,parameters,PY
3762,MultiLabelMarginLoss,none mean sum .,0,parameters,PY
3763,MultiLabelMarginLoss,"none no reduction will be applied,",1,parameters,PY
3764,MultiLabelMarginLoss,mean the sum of the output will be divided by the number of,0,parameters,PY
3765,MultiLabelMarginLoss,"elements in the output, sum the output will be summed.",1,parameters,PY
3766,MultiLabelMarginLoss,note attr size average,0,parameters,PY
3767,MultiLabelMarginLoss,"and attr reduce are in the process of being deprecated, and in the meantime,",1,parameters,PY
3768,MultiLabelMarginLoss,default mean,0,parameters,PY
3769,MultiLabelMarginLoss,"input math c or math n, c where n is the batch size and c",1,expand,PY
3770,MultiLabelMarginLoss,"target math c or math n, c , label targets padded by 1 ensuring same shape as the input.",0,expand,PY
3771,BaseTestCase,base class used for all tensorboard tests,1,summary,PY
3772,MultiLabelMarginLoss,"if attr reduction is none , then math n .",0,expand,PY
3773,BatchNorm1d,applies batch normalization over a 2d or 3d input a mini batch of 1d,1,summary,PY
3774,BatchNorm1d,inputs with optional additional channel dimension as described in the paper,0,summary,PY
3775,BatchNorm1d,batch normalization accelerating deep network training by reducing internal covariate shift .,1,summary,PY
3776,BatchNorm1d,math,0,expand,PY
3777,BatchNorm1d,the mean and standard deviation are calculated per dimension over,1,expand,PY
3778,BatchNorm1d,of size c where c is the input size .,0,expand,PY
3779,BatchNorm1d,"also by default, during training this layer keeps running estimates of its",1,expand,PY
3780,BatchNorm1d,"computed mean and variance, which are then used for normalization during",0,expand,PY
3781,BatchNorm1d,evaluation.,1,expand,PY
3782,BatchNorm1d,the running estimates are kept with a default attr momentum,0,expand,PY
3783,BatchNorm1d,of 01.,1,expand,PY
3784,BatchNorm1d,"if attr track running stats is set to false , this layer then does not",0,expand,PY
3785,BatchNorm1d,"keep running estimates, and batch statistics are instead used during",1,expand,PY
3786,BatchNorm1d,evaluation time as well.,0,expand,PY
3787,BatchNorm1d,note,1,developmentnotes,PY
3788,BatchNorm1d,this attr momentum argument is different from one used in optimizer,0,developmentnotes,PY
3789,BatchNorm1d,classes and the conventional notion of momentum.,1,developmentnotes,PY
3790,BatchNorm1d,"mathematically, the",0,developmentnotes;expand,PY
3791,BatchNorm1d,update rule for running statistics here is,1,developmentnotes,PY
3792,BatchNorm1d,"math hat x text new 1 text momentum times hat x text momentum times x t ,",0,developmentnotes;expand,PY
3793,BatchNorm1d,where math hat x is the estimated statistic and math x t is the,1,developmentnotes;expand,PY
3794,BatchNorm1d,new observed value.,0,developmentnotes,PY
3795,BatchNorm1d,"because the batch normalization is done over the c dimension, computing statistics",1,developmentnotes,PY
3796,BatchNorm1d,"on n, l slices, it s common terminology to call this temporal batch normalization.",0,developmentnotes,PY
3797,BatchNorm1d,args,1,parameters,PY
3798,BatchNorm1d,num features math c from an expected input of size,0,expand;parameters,PY
3799,BatchNorm1d,"math n, c, l or math l from input of size math n, l",1,expand;parameters,PY
3800,BatchNorm1d,eps a value added to the denominator for numerical stability.,0,parameters,PY
3801,BatchNorm1d,default 1e 5,1,parameters,PY
3802,BatchNorm1d,momentum the value used for the running mean and running var,0,parameters,PY
3803,BatchNorm1d,computation.,1,parameters,PY
3804,BatchNorm1d,can be set to none for cumulative moving average,0,parameters,PY
3805,BatchNorm1d,ie simple average .,1,parameters,PY
3806,BatchNorm1d,default 01,0,parameters,PY
3807,BatchNorm1d,"affine a boolean value that when set to true , this module has",1,parameters,PY
3808,BatchNorm1d,learnable affine parameters.,0,parameters,PY
3809,BatchNorm1d,default true,1,parameters,PY
3810,BatchNorm1d,"track running stats a boolean value that when set to true , this",0,parameters,PY
3811,BatchNorm1d,"module tracks the running mean and variance, and when set to false ,",1,parameters,PY
3812,BatchNorm1d,this module does not track such statistics and always uses batch,0,parameters,PY
3813,BatchNorm1d,statistics in both training and eval modes.,1,parameters,PY
3814,BatchNorm1d,default true,0,parameters,PY
3815,BatchNorm1d,shape,1,expand,PY
3816,BatchNorm1d,"input math n, c or math n, c, l",0,expand,PY
3817,BatchNorm1d,"output math n, c or math n, c, l same shape as input",1,expand,PY
3818,NetModifier,an abstraction class for supporting modifying a generated net.,0,summary,PY
3819,NetModifier,inherited classes should implement the modify net method where,1,expand,PY
3820,NetModifier,related operators are added to the net.,0,expand,PY
3821,OneHotCategorical,creates a one hot categorical distribution parameterized by attr probs or,1,summary,PY
3822,OneHotCategorical,attr logits .,0,summary,PY
3823,OneHotCategorical,samples are one hot coded vectors of size probs^size 1 .,1,expand,PY
3824,OneHotCategorical,"note attr probs must be non negative, finite and have a non zero sum,",0,developmentnotes,PY
3825,OneHotCategorical,and it will be normalized to sum to 1.,1,developmentnotes,PY
3826,OneHotCategorical,attr probs and attr logits .,0,summary,PY
3827,OneHotCategorical,args,1,parameters,PY
3828,OneHotCategorical,probs tensor event probabilities,0,parameters,PY
3829,OneHotCategorical,logits tensor event log probabilities,1,parameters,PY
3830,Poisson,"creates a poisson distribution parameterized by attr rate , the rate parameter.",0,summary,PY
3831,Poisson,args,1,parameters,PY
3832,Poisson,"rate number, tensor the rate parameter",0,parameters,PY
3833,BCEWithLogitsLoss,this loss combines a sigmoid layer and the bceloss in one single,1,summary,PY
3834,BCEWithLogitsLoss,class.,0,summary,PY
3835,BCEWithLogitsLoss,this version is more numerically stable than using a plain sigmoid,1,summary,PY
3836,BCEWithLogitsLoss,"followed by a bceloss as, by combining the operations into one layer,",0,summary,PY
3837,QuantWrapper,"a wrapper class that wraps the input module, adds quantstub and",1,summary,PY
3838,BCEWithLogitsLoss,we take advantage of the log sum exp trick for numerical stability.,0,summary,PY
3839,QuantWrapper,dequantstub and surround the call to module with call to quant and dequant,1,summary,PY
3840,BCEWithLogitsLoss,the unreduced ie with attr reduction set to none loss can be described as,0,expand,PY
3841,QuantWrapper,modules.,1,summary,PY
3842,BCEWithLogitsLoss,math,0,expand,PY
3843,QuantWrapper,this is used by the quantization utility functions to add the quant and,1,expand,PY
3844,BCEWithLogitsLoss,"ell x, y l l 1, dots,l n ^ top, quad",0,expand,PY
3845,QuantWrapper,"dequant modules, before convert function quantstub will just be observer,",1,expand,PY
3846,BCEWithLogitsLoss,l n w n left y n cdot log sigma x n,0,expand,PY
3847,QuantWrapper,"it observes the input tensor, after convert , quantstub",1,expand,PY
3848,BCEWithLogitsLoss,"1 y n cdot log 1 sigma x n right ,",0,expand,PY
3849,QuantWrapper,will be swapped to nnq^quantize which does actual quantization.,1,expand,PY
3850,BCEWithLogitsLoss,where math n is the batch size.,0,expand,PY
3851,QuantWrapper,similarly,1,expand,PY
3852,BCEWithLogitsLoss,if attr reduction is not none,0,expand,PY
3853,QuantWrapper,for dequantstub .,0,expand,PY
3854,BCEWithLogitsLoss,"default mean , then",0,expand;parameters,PY
3855,BCEWithLogitsLoss,math,0,expand,PY
3856,BCEWithLogitsLoss,"ell x, y begin cases",0,expand,PY
3857,BCEWithLogitsLoss,"operatorname mean l , & text if reduction text mean",0,expand,PY
3858,BCEWithLogitsLoss,"operatorname sum l , & text if reduction text sum .",0,expand,PY
3859,BCEWithLogitsLoss,end cases,0,expand,PY
3860,BCEWithLogitsLoss,this is used for measuring the error of a reconstruction in for example,0,expand,PY
3861,BCEWithLogitsLoss,an auto encoder.,0,expand,PY
3862,BCEWithLogitsLoss,note that the targets t i should be numbers,0,developmentnotes;expand,PY
3863,BCEWithLogitsLoss,between 0 and 1.,0,developmentnotes;expand,PY
3864,ResNetBuilder,helper class for constructing residual blocks.,0,summary,PY
3865,BCEWithLogitsLoss,in the case of multi label classification the loss can be described as,0,expand,PY
3866,SGD,implements stochastic gradient descent optionally with momentum .,0,summary,PY
3867,BCEWithLogitsLoss,math,0,expand,PY
3868,SGD,nesterov momentum is based on the formula from,0,developmentnotes;expand,PY
3869,BCEWithLogitsLoss,"ell c x, y l c l 1,c , dots,l n,c ^ top, quad",0,expand,PY
3870,SGD,on the importance of initialization and momentum in deep learning .,0,developmentnotes;expand,PY
3871,BCEWithLogitsLoss,"l n,c w n,c left p c y n,c cdot log sigma x n,c",0,expand,PY
3872,SGD,args,0,parameters,PY
3873,BCEWithLogitsLoss,"1 y n,c cdot log 1 sigma x n,c right ,",0,expand,PY
3874,SGD,params iterable iterable of parameters to optimize or dicts defining,0,parameters,PY
3875,SGD,parameter groups,0,parameters,PY
3876,SGD,lr float learning rate,0,parameters,PY
3877,SGD,"momentum float, optional momentum factor default 0",0,parameters,PY
3878,SGD,"weight decay float, optional weight decay l2 penalty default 0",0,parameters,PY
3879,SGD,"dampening float, optional dampening for momentum default 0",0,parameters,PY
3880,SGD,"nesterov bool, optional enables nesterov momentum default false",0,parameters,PY
3881,BCEWithLogitsLoss,then pos weight for the class should be equal to math frac 300 100 3 .,0,expand,PY
3882,BCEWithLogitsLoss,args,0,parameters,PY
3883,BCEWithLogitsLoss,"weight tensor, optional a manual rescaling weight given to the loss",0,parameters,PY
3884,BCEWithLogitsLoss,of each batch element.,0,parameters,PY
3885,BCEWithLogitsLoss,"if given, has to be a tensor of size nbatch .",0,parameters,PY
3886,BCEWithLogitsLoss,"size average bool, optional deprecated see attr reduction .",0,parameters,PY
3887,BCEWithLogitsLoss,"by default,",0,parameters,PY
3888,BCEWithLogitsLoss,the losses are averaged over each loss element in the batch.,0,parameters,PY
3889,BCEWithLogitsLoss,note that for,0,parameters,PY
3890,BCEWithLogitsLoss,"some losses, there are multiple elements per sample.",0,parameters,PY
3891,BCEWithLogitsLoss,if the field attr size average,0,parameters,PY
3892,BCEWithLogitsLoss,"is set to false , the losses are instead summed for each minibatch.",0,parameters,PY
3893,BCEWithLogitsLoss,ignored,0,parameters,PY
3894,BCEWithLogitsLoss,when reduce is false .,0,parameters,PY
3895,BCEWithLogitsLoss,default true,0,parameters,PY
3896,BCEWithLogitsLoss,"reduce bool, optional deprecated see attr reduction .",0,parameters,PY
3897,BCEWithLogitsLoss,losses are averaged or summed over observations for each minibatch depending,0,parameters,PY
3898,BCEWithLogitsLoss,on attr size average .,0,parameters,PY
3899,BCEWithLogitsLoss,"when attr reduce is false , returns a loss per",0,parameters,PY
3900,BCEWithLogitsLoss,batch element instead and ignores attr size average .,0,parameters,PY
3901,BCEWithLogitsLoss,default true,0,parameters,PY
3902,BCEWithLogitsLoss,"reduction string, optional specifies the reduction to apply to the output",0,parameters,PY
3903,BCEWithLogitsLoss,none mean sum .,0,parameters,PY
3904,BCEWithLogitsLoss,"none no reduction will be applied,",0,parameters,PY
3905,BCEWithLogitsLoss,mean the sum of the output will be divided by the number of,0,parameters,PY
3906,BCEWithLogitsLoss,"elements in the output, sum the output will be summed.",0,parameters,PY
3907,BCEWithLogitsLoss,note attr size average,0,parameters,PY
3908,BCEWithLogitsLoss,"and attr reduce are in the process of being deprecated, and in the meantime,",0,parameters,PY
3909,BCEWithLogitsLoss,default mean,0,parameters,PY
3910,BCEWithLogitsLoss,must be a vector with length equal to the number of classes.,0,parameters,PY
3911,BCEWithLogitsLoss,shape,0,parameters,PY
3912,SharedCache,dictionary from multiprocessing handles to storageweakref,0,summary,PY
3913,BCEWithLogitsLoss,"input math n, where math means, any number of additional dimensions",0,expand;parameters,PY
3914,BCEWithLogitsLoss,"target math n, , same shape as the input",0,expand,PY
3915,StackedLSTMWithDropout,necessary for iterating through self^layers and dropout support,0,summary,PY
3916,BCEWithLogitsLoss,output scalar.,0,parameters,PY
3917,BCEWithLogitsLoss,"if attr reduction is none , then math n, , same",0,expand;parameters,PY
3918,StackTransform,transform functor that applies a sequence of transforms tseq,0,summary,PY
3919,StackTransform,component wise to each submatrix at dim,0,summary,PY
3920,StackTransform,in a way compatible with func torch^stack .,0,summary,PY
3921,Subset,subset of a dataset at specified indices.,0,summary,PY
3922,Subset,arguments,0,parameters,PY
3923,Subset,dataset dataset the whole dataset,0,parameters,PY
3924,Subset,indices sequence indices in the whole set selected for subset,0,parameters,PY
3925,Task,a task is composed of an execution step and zero or more outputs.,0,summary,PY
3926,Task,"tasks are executed in the context of a taskgroup, which, in turn, can",0,expand,PY
3927,Task,be run by a session.,0,expand,PY
3928,Task,task outputs are fetched by the session at the end of the run.,0,expand,PY
3929,TaskOutput,represents the output of a task.,0,summary,PY
3930,TestBuiltins,tests for torchscript support of python builtin functions.,0,summary,PY
3931,TestQuantizedLinear,tests the correctness of the quantized linear and linear relu op.,0,summary,PY
3932,TestYellowFin,yellowfin an automatic tuner for momentum sgd,0,summary,PY
3933,TransformerEncoderLayer,"ashish vaswani, noam shazeer, niki parmar, jakob uszkoreit, llion jones, aidan n gomez,",0,developmentnotes,PY
3934,TransformerEncoderLayer,"lukasz kaiser, and illia polosukhin.",0,developmentnotes,PY
3935,TransformerEncoderLayer,2017,0,developmentnotes,PY
3936,TransformerEncoderLayer,attention is all you need.,0,developmentnotes,PY
3937,TransformerEncoderLayer,in advances in,0,developmentnotes,PY
3938,TransformerEncoderLayer,"neural information processing systems, pages 6000 6010.",0,developmentnotes,PY
3939,TransformerEncoderLayer,users may modify or implement,0,developmentnotes,PY
3940,TransformerEncoderLayer,in a different way during application.,0,developmentnotes,PY
3941,TransformerEncoderLayer,args,0,parameters,PY
3942,TransformerEncoderLayer,d model the number of expected features in the input required .,0,parameters,PY
3943,TransformerEncoderLayer,nhead the number of heads in the multiheadattention models required .,0,parameters,PY
3944,TransformerEncoderLayer,dim feedforward the dimension of the feedforward network model default 2048 .,0,parameters,PY
3945,TransformerEncoderLayer,dropout the dropout value default 01 .,0,parameters,PY
3946,TransformerEncoderLayer,"activation the activation function of intermediate layer, relu or gelu default relu .",0,parameters,PY
3947,BuildType,checks build type.,0,summary,PY
3948,BuildType,arguments,0,parameters,PY
3949,BuildType,cmake build type env str the value of os^environ cmake build type .,0,parameters,PY
3950,Caffe2OperatorTestCase,this class includes all the information needed to benchmark an operator.,0,summary,PY
3951,Unfold,extracts sliding local blocks from a batched input tensor.,0,summary,PY
3952,Caffe2OperatorTestCase,op bench it s a user defined class child of caffe2benchmarkbase,0,expand,PY
3953,Caffe2OperatorTestCase,"which includes input and operator, ^etc",0,expand,PY
3954,Caffe2OperatorTestCase,"test config a namedtuple includes test name, input shape, tag, run backward.",0,expand,PY
3955,Caffe2OperatorTestCase,"when run backward is false, the run forward method will be executed, otherwise",0,expand,PY
3956,Caffe2OperatorTestCase,run backward method will be executed.,0,expand,PY
3957,ConstantPad3d,pads the input tensor boundaries with a constant value.,0,summary,PY
3958,ConstantPad3d,args,0,parameters,PY
3959,ConstantPad3d,"padding int, tuple the size of the padding.",0,parameters,PY
3960,Unfold,where math text spatial size is formed by the spatial dimensions,0,expand,PY
3961,ConstantPad3d,"if is int , uses the same",0,parameters,PY
3962,Unfold,"of attr input math above , and math d is over all spatial",0,expand,PY
3963,ConstantPad3d,padding in all boundaries.,0,parameters,PY
3964,ConstantPad3d,"if a 6 tuple , uses",0,parameters,PY
3965,ConstantPad3d,"math text padding left , math text padding right ,",0,parameters,PY
3966,ConstantPad3d,"math text padding top , math text padding bottom ,",0,parameters,PY
3967,Unfold,"the attr padding , attr stride and attr dilation arguments specify",0,parameters,PY
3968,ConstantPad3d,"math text padding front , math text padding back",0,parameters,PY
3969,Unfold,how the sliding blocks are retrieved.,0,parameters,PY
3970,Unfold,attr stride controls the stride for the sliding blocks.,0,parameters,PY
3971,Unfold,attr padding controls the amount of implicit zero paddings on both,0,parameters,PY
3972,Unfold,sides for attr padding number of points for each dimension before,0,parameters,PY
3973,Unfold,reshaping.,0,parameters,PY
3974,Unfold,attr dilation controls the spacing between the kernel points also known as the trous algorithm.,0,parameters,PY
3975,Unfold,"it is harder to describe, but this link has a nice visualization of what attr dilation does.",0,parameters,PY
3976,Unfold,args,0,parameters,PY
3977,Unfold,kernel size int or tuple the size of the sliding blocks,0,parameters,PY
3978,Unfold,"stride int or tuple, optional the stride of the sliding blocks in the input",0,parameters,PY
3979,Unfold,default 1,0,parameters,PY
3980,Unfold,"padding int or tuple, optional implicit zero padding to be added on",0,parameters,PY
3981,Unfold,both sides of input.,0,parameters,PY
3982,Unfold,default 0,0,parameters,PY
3983,Unfold,"dilation int or tuple, optional a parameter that controls the",0,parameters,PY
3984,Unfold,stride of elements within the,0,parameters,PY
3985,Unfold,neighborhood.,0,parameters,PY
3986,Unfold,default 1,0,parameters,PY
3987,Unfold,"if attr kernel size , attr dilation , attr padding or",0,parameters,PY
3988,Unfold,"attr stride is an int or a tuple of length 1, their values will be",0,parameters,PY
3989,Unfold,for the case of two input spatial dimensions this operation is sometimes,0,parameters,PY
3990,Unfold,called im2col .,0,parameters,PY
3991,Unfold,note,0,developmentnotes,PY
3992,Unfold,class torch^nn.fold calculates each combined value in the resulting,0,developmentnotes,PY
3993,Unfold,large tensor by summing all values from all containing blocks.,0,developmentnotes,PY
3994,Unfold,class torch^nn.unfold extracts the values in the local blocks by,0,developmentnotes,PY
3995,Unfold,copying from the large tensor.,0,developmentnotes,PY
3996,Unfold,"so, if the blocks overlap, they are not",0,developmentnotes,PY
3997,Unfold,inverses of each other.,0,developmentnotes,PY
3998,Conv3d,applies a 3d convolution over an input signal composed of several input,0,summary,PY
3999,Unfold,"in general, folding and unfolding operations are related as",0,developmentnotes,PY
4000,Conv3d,planes.,0,summary,PY
4001,Unfold,follows.,0,developmentnotes,PY
4002,Conv3d,"in the simplest case, the output value of the layer with input size math n, c in , d, h, w",0,expand,PY
4003,Unfold,consider class torch^nn.fold and,0,developmentnotes,PY
4004,Conv3d,"and output math n, c out , d out , h out , w out can be precisely described as",0,expand,PY
4005,Unfold,class torch^nn.unfold instances created with the same,0,developmentnotes,PY
4006,Conv3d,math,0,expand,PY
4007,Unfold,parameters,0,developmentnotes,PY
4008,Conv3d,"out n i, c out j bias c out j",0,expand,PY
4009,Unfold,fold params dict kernel size .,0,developmentnotes,PY
4010,Conv3d,"sum k 0 ^ c in 1 weight c out j , k star input n i, k",0,expand,PY
4011,Unfold,", dilation .",0,developmentnotes,PY
4012,Unfold,", padding .",0,developmentnotes,PY
4013,Conv3d,attr stride controls the stride for the cross correlation.,0,parameters,PY
4014,Unfold,", stride .",0,developmentnotes,PY
4015,Conv3d,attr padding controls the amount of implicit zero paddings on both,0,parameters,PY
4016,Unfold,fold nn^fold output size .,0,developmentnotes,PY
4017,Conv3d,sides for attr padding number of points for each dimension.,0,parameters,PY
4018,Unfold,", fold params",0,developmentnotes,PY
4019,Conv3d,attr dilation controls the spacing between the kernel points also known as the trous algorithm.,0,parameters,PY
4020,Unfold,unfold nn^unfold fold params,0,developmentnotes,PY
4021,Conv3d,"it is harder to describe, but this link has a nice visualization of what attr dilation does.",0,parameters,PY
4022,Unfold,then for any supported input tensor the following,0,developmentnotes,PY
4023,Conv3d,attr groups controls the connections between inputs and outputs.,0,parameters,PY
4024,Unfold,equality holds,0,developmentnotes,PY
4025,Conv3d,attr in channels and attr out channels must both be divisible by,0,parameters,PY
4026,Unfold,fold unfold input divisor input,0,developmentnotes,PY
4027,Conv3d,attr groups .,0,parameters,PY
4028,Unfold,where divisor is a tensor that depends only on the shape,0,developmentnotes,PY
4029,Unfold,and dtype of the input,0,developmentnotes,PY
4030,Conv3d,"at groups 1, all inputs are convolved to all outputs.",0,summary,PY
4031,Unfold,"input ones torch^ones input^shape, dtype input^dtype",0,developmentnotes,PY
4032,Conv3d,"at groups 2, the operation becomes equivalent to having two conv",0,summary,PY
4033,Unfold,divisor fold unfold input ones,0,developmentnotes,PY
4034,Conv3d,"layers side by side, each seeing half the input channels,",0,summary,PY
4035,Unfold,"when the divisor tensor contains no zero elements, then",0,developmentnotes,PY
4036,Conv3d,"and producing half the output channels, and both subsequently",0,summary,PY
4037,Unfold,fold and unfold operations are inverses of each,0,developmentnotes,PY
4038,Conv3d,concatenated.,0,summary,PY
4039,Unfold,other up to constant divisor .,0,developmentnotes,PY
4040,Conv3d,"at groups attr in channels , each input channel is convolved with",0,summary,PY
4041,Conv3d,"its own set of filters, of size",0,summary,PY
4042,Conv3d,math left lfloor frac out channels in channels right rfloor .,0,expand;summary,PY
4043,Conv3d,"the parameters attr kernel size , attr stride , attr padding , attr dilation can either be",0,parameters;summary,PY
4044,Conv3d,"a single int in which case the same value is used for the depth, height and width dimension",0,parameters;summary,PY
4045,Conv3d,"a tuple of three ints in which case, the first int is used for the depth dimension,",0,parameters;summary,PY
4046,Conv3d,the second int for the height dimension and the third int for the width dimension,0,parameters;summary,PY
4047,Conv3d,"in other words, for an input of size math n, c in , d in , h in , w in ,",0,expand,PY
4048,Conv3d,"math in channels c in , out channels c in times k, .",0,expand,PY
4049,Conv3d,args,0,parameters,PY
4050,Conv3d,in channels int number of channels in the input image,0,parameters,PY
